subject_id	subject_category	subject_label	subject_type	predicate_id	predicate_label	object_id	object_category	object_label	object_type	mapping_justification	comment	mapping_date	author_id	author_label	reviewer_id	reviewer_label	creator_label
isam:result_time	SamplingEvent	result_time	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/year	Event	year	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:result_time	SamplingEvent	result_time	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/month	Event	month	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:result_time	SamplingEvent	result_time	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/day	Event	day	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:result_time	SamplingEvent	result_time	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/verbatimEventDate	Event	verbatimEventDate	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:SamplingSite	SamplingSite	SamplingSite	rdfs:Class	skos:relatedMatch	relatedMatch	http://purl.org/dc/terms/Location	Location	Location	rdfs:Class	semapv:ManualMappingCuration	"Concepts have similar applications, but specifications differ."		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:description	SamplingSite	description	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/locality	Location	locality	rdf:Property	semapv:ManualMappingCuration	"Object is a more specific, contextual subtype of the iSamples term"		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:description	SamplingSite	description	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/verbatimLocality	Location	verbatimLocality	rdf:Property	semapv:ManualMappingCuration	"Object is a more specific, contextual subtype of the iSamples term"		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:description	SamplingSite	description	rdf:Property	skos:closeMatch	closeMatch	http://rs.tdwg.org/dwc/terms/locationRemarks	Location	locationRemarks	rdf:Property	semapv:ManualMappingCuration	"Concepts are closely aligned, but terms differ."		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:identifier	SamplingSite	identifier	rdf:Property	skos:closeMatch	closeMatch	http://rs.tdwg.org/dwc/terms/locationID	Location	locationID	rdf:Property	semapv:ManualMappingCuration	"Concepts are closely aligned, but terms differ."		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:is_part_of	SamplingSite	is_part_of	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/higherGeographyID	Location	higherGeographyID	rdf:Property	semapv:ManualMappingCuration	The individual iSamples concept encapsulates the application of both dwc concepts		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:is_part_of	SamplingSite	is_part_of	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/higherGeography	Location	higherGeography	rdf:Property	semapv:ManualMappingCuration	The individual iSamples concept encapsulates the application of both dwc concepts		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/continent	Location	continent	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/waterBody	Location	waterBody	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/islandGroup	Location	islandGroup	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/island	Location	island	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/country	Location	country	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/countryCode	Location	countryCode	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/stateProvince	Location	stateProvince	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/county	Location	county	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:place_name	SamplingSite	place_name	rdf:Property	skos:broadMatch	broadMatch	http://rs.tdwg.org/dwc/terms/municipality	Location	municipality	rdf:Property	semapv:ManualMappingCuration	Object is a term that is conditionally applicable to the broader iSamples value.		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:sample_location	SamplingSite	sample_location	rdf:Property	skos:closeMatch	closeMatch	http://rs.tdwg.org/dwc/terms/verbatimCoordinates	Location	verbatimCoordinates	rdf:Property	semapv:ManualMappingCuration	"Concepts are closely aligned, but terms differ."		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:sample_location	SamplingSite	sample_location	rdf:Property	https://www.w3.org/2009/08/skos-reference/skos.html#relatedMatch	relatedMatch	http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem	Location	verbatimCoordinateSystem	rdf:Property	semapv:ManualMappingCuration	"Concepts have similar applications, but specifications differ."		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:access_constraints	MaterialSampleCuration	access_constraints	rdf:Property	https://www.w3.org/2009/08/skos-reference/skos.html#relatedMatch	relatedMatch	http://purl.org/dc/terms/accessRights	Record-Level	accessRights	rdf:Property	semapv:ManualMappingCuration	"iSamples term refers to a specific sample, whereas object term applies to the whole record."		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
isam:curation_location	MaterialSampleCuration	curation_location	rdf:Property	skos:closeMatch	closeMatch	http://rs.tdwg.org/dwc/terms/disposition	MaterialEntity	disposition	rdf:Property	semapv:ManualMappingCuration	"Concepts are closely aligned, but terms differ."		https://orcid.org/0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	Susan Edelstein
